,srno,mobmake,hubid,hubpincode,pickuppartnerid,deliverypartnerid,insuranceCompanyId,custpincodecategory,claimtype,custpincode,memcreateddate,mobilepurchasedate,claimintdate,servicecntrid,pickupStartdate,tat_in_days
1711,2837096,4,5,380009,233,245,131,2,0,390018,2018-01-29,2018-01-21,2018-02-03,4017,2018-02-09,17.549072192247966
1712,2866469,0,4,600024,233,233,131,0,0,600034,2017-05-15,2017-05-13,2018-02-13,4490,2018-02-16,8.749734613773224
1713,2999306,0,26,560066,308,233,131,0,0,560068,2017-05-19,2017-05-17,2018-03-19,5001,2018-03-26,11.018851503610588
1714,3026352,11,2,110018,0,233,131,0,0,110036,2017-12-20,2017-12-20,2018-03-27,4093,2018-03-29,12.012471777878627
1715,3034495,2,3,560011,308,245,131,0,0,560068,2017-08-05,2017-08-04,2018-03-29,4461,2018-04-14,9.842226188731095
1716,2979308,1,25,560037,308,233,228,0,0,560085,2017-10-18,2017-05-01,2018-03-14,4460,2018-03-21,10.092945756380702
1717,3043062,8,7,500004,233,233,131,2,0,522002,2018-01-15,2018-01-15,2018-03-31,4474,2018-04-03,11.720208850706726
1718,3058202,8,6,160059,233,233,131,1,0,143001,2018-01-19,2018-01-19,2018-04-05,4437,2018-04-12,10.298234724217716
1719,3005821,2,4,600024,233,233,228,0,0,600118,2017-10-24,2016-05-19,2018-03-22,4483,2018-04-08,11.612613495506405
1720,2890369,0,21,110015,201,233,131,4,0,285201,2018-01-06,2018-01-04,2018-02-20,4580,2018-02-24,15.853945940804996
1721,2850452,0,7,500004,233,233,131,0,0,500032,2017-02-18,2017-02-17,2018-02-07,4403,2018-02-10,10.061255948297957
1722,2839276,2,2,110018,233,233,228,0,0,121003,2017-11-07,2017-11-04,2018-02-05,4091,2018-02-08,12.573486443048283
1723,2862040,14,2,110018,233,233,228,2,0,248001,2017-08-05,2017-08-05,2018-02-12,4150,2018-02-13,16.95378959623832
1724,2865470,14,12,302006,233,233,228,2,0,334001,2018-01-17,2018-01-12,2018-02-13,4459,2018-02-17,17.417348486154836
1725,2844562,0,22,400104,233,233,131,0,0,380058,2017-12-12,2017-12-11,2018-02-06,4581,2018-02-14,12.182583953305508
1726,2902631,0,8,700064,233,233,228,0,0,700090,2017-07-26,2017-07-22,2018-02-23,4508,2018-02-26,11.77773213934743
1727,2906764,0,11,641012,201,233,131,0,0,641004,2017-03-02,2017-02-15,2018-02-25,4495,2018-02-27,9.163795286730233
1728,2907788,10,9,411016,233,233,131,2,0,440004,2018-02-02,2017-04-18,2018-02-26,4027,2018-03-01,19.50199836604577
1729,2938306,0,21,110015,233,233,131,0,0,201014,2017-10-06,2017-10-01,2018-03-04,4580,2018-03-07,12.102540814069194
1730,2884211,8,8,700064,233,233,131,2,0,734434,2017-10-23,2017-10-21,2018-02-19,4499,2018-02-26,16.376658464854724
1731,2944874,0,21,110015,233,233,228,2,0,281004,2018-01-31,2018-01-31,2018-03-06,4580,2018-03-08,13.67445936273115
1732,2922588,2,2,110018,233,233,228,0,0,110029,2017-08-09,2017-01-30,2018-02-28,4094,2018-03-10,13.226640873968412
1733,2994303,0,21,110015,233,233,131,0,0,110053,2017-05-19,2017-05-17,2018-03-18,4580,2018-03-20,9.247423164056096
1734,2938302,3,2,110018,233,233,228,0,0,500034,2017-05-20,2016-11-11,2018-03-04,4540,2018-03-15,13.82403939595055
1735,2938302,3,2,110018,0,233,228,0,0,500034,2017-05-20,2016-11-11,2018-03-04,4540,2018-03-15,14.386870200869113
1736,2971263,2,8,700064,233,0,131,0,0,700016,2017-05-24,2017-05-23,2018-03-12,4500,2018-03-13,16.036038950071728
1737,2986449,0,22,400104,201,233,131,3,0,443001,2016-04-15,2016-04-11,2018-03-16,4581,2018-03-19,16.85684116566356
1738,3034812,1,27,110034,233,233,228,0,0,110041,2018-01-30,2017-12-12,2018-03-29,4388,2018-03-30,12.010630151234231
1739,3021770,0,21,110015,233,233,131,0,0,110033,2017-07-04,2017-07-17,2018-03-26,4580,2018-03-29,7.950157508216163
1740,2990336,32,3,560011,233,233,228,0,0,560103,2018-02-09,2018-01-17,2018-03-17,4390,2018-03-26,15.7833452566234
1741,3012139,2,3,560011,233,233,228,0,0,560034,2018-01-18,2016-12-20,2018-03-23,4469,2018-03-23,11.624428604678739
1742,3030427,1,27,110034,233,233,131,0,0,302013,2017-06-02,2017-05-20,2018-03-28,4388,2018-04-02,13.827336610045425
1743,3052836,19,2,110018,233,233,131,0,0,121006,2017-07-04,2017-06-26,2018-04-04,5138,2018-04-11,12.37460427759298
1744,3021600,1,8,700064,233,233,131,2,0,722101,2017-06-15,2017-05-13,2018-03-26,4499,2018-04-04,13.435518378842579
1745,2885481,0,21,110015,233,233,228,0,0,226010,2018-02-03,2017-08-09,2018-02-19,4580,2018-02-22,11.26307891805285
1746,2829865,0,22,400104,233,233,131,0,0,411061,2017-06-02,2017-06-01,2018-02-01,4581,2018-02-06,11.910684619431933
1747,2840040,0,4,600024,233,233,131,0,0,600034,2017-02-21,2017-02-20,2018-02-05,4490,2018-02-09,8.99789479520379
1748,2898386,2,12,302006,233,233,131,0,0,302015,2017-12-17,2017-12-17,2018-02-22,4453,2018-02-26,15.411424451267049
1749,2999996,0,21,110015,233,233,131,1,0,301001,2017-07-10,2017-07-06,2018-03-20,4580,2018-03-29,12.701599674015213
1750,3000052,0,21,110015,233,233,131,2,0,324010,2017-09-09,2017-09-05,2018-03-20,4580,2018-03-23,14.31094242011508
1751,2857231,1,3,560011,233,245,131,0,0,560032,2017-05-02,2017-05-02,2018-02-09,4460,2018-02-12,9.529423553460425
1752,2900532,1,9,411016,233,233,228,2,0,440026,2017-08-17,2017-08-17,2018-02-23,4021,2018-03-08,14.244481190674213
1753,2885279,0,22,400104,233,233,131,2,0,440002,2017-09-29,2018-03-06,2018-02-19,4581,2018-02-21,16.329317969854408
1754,2986336,2,2,110018,308,233,228,0,0,122018,2018-02-25,2017-05-17,2018-03-16,4550,2018-03-22,10.898669950068415
1755,2941793,0,8,700064,233,233,131,0,0,700007,2017-05-09,2017-03-16,2018-03-05,4508,2018-04-01,12.118901566249727
1756,3006574,0,21,110015,233,233,131,1,0,141001,2017-09-13,2017-07-01,2018-03-22,4580,2018-04-05,10.717270784665786
1757,2838277,0,21,110015,201,233,131,3,0,126113,2018-01-18,2017-11-16,2018-02-04,4673,2018-02-10,15.750461887190147
1758,3019777,2,2,110018,233,233,228,0,0,122001,2018-03-08,2017-05-16,2018-03-26,4091,2018-03-28,12.477004623797741
1759,2826750,11,2,110018,233,233,131,0,0,110053,2017-02-14,2017-02-13,2018-01-31,4093,2018-02-03,13.153560230179037
1760,2827847,1,8,700064,233,233,131,0,0,700059,2017-05-09,2017-05-09,2018-02-01,4499,2018-02-09,11.604355309960477
1761,2861823,0,22,400104,201,233,131,3,0,424310,2018-01-25,2017-10-11,2018-02-12,4581,2018-02-20,18.740861279351403
1762,2883470,0,21,110015,201,233,131,4,0,283203,2018-02-01,2018-01-23,2018-02-18,4580,2018-02-21,15.485109455896962
1763,2941796,1,8,700064,201,233,228,4,0,754210,2017-12-15,2017-12-10,2018-03-05,4499,2018-03-07,16.52255924363009
1764,2966292,0,21,110015,233,233,131,0,0,201301,2017-07-06,2017-07-04,2018-03-10,4580,2018-03-13,11.710531779149894
1765,2891641,18,5,380009,233,233,228,2,0,390011,2017-08-13,2017-07-11,2018-02-20,4392,2018-02-24,19.904304827345317
1766,2984739,0,8,700064,233,233,131,0,0,700157,2017-04-17,2017-04-15,2018-03-15,4508,2018-03-17,10.112125517857832
1767,2969899,0,21,110015,233,233,131,0,0,110041,2018-02-21,2018-02-19,2018-03-11,4580,2018-03-20,10.412028164006276
1768,2896172,5,1,400059,233,233,228,1,0,490006,2018-02-04,2017-04-15,2018-02-22,4011,2018-03-06,15.245633877954523
1769,2993211,1,23,400001,233,233,228,0,0,380006,2017-12-15,2017-12-12,2018-03-17,4398,2018-03-21,10.669434857134402
1770,2984770,0,22,400104,233,233,131,2,0,403708,2017-04-04,2017-03-30,2018-03-15,4581,2018-03-22,12.576931442108338
1771,3013577,0,21,110015,233,233,131,0,0,201306,2017-12-18,2017-12-03,2018-03-24,4580,2018-03-27,9.924156813172686
1772,3023131,0,22,400104,233,233,131,0,0,382445,2017-06-23,2017-06-21,2018-03-26,4581,2018-03-28,9.27544737335024
1773,3011273,0,21,110015,233,233,131,0,0,201301,2017-05-04,2017-04-29,2018-03-23,4580,2018-03-27,9.835556956750285
1774,2945209,15,1,400059,233,233,131,0,0,800006,2017-08-20,2017-08-18,2018-03-06,4390,2018-03-08,17.913641397338225
1775,3038848,8,23,400001,233,233,131,0,0,421505,2017-10-16,2017-10-16,2018-03-30,4398,2018-04-03,9.516134899657926
1776,3056440,0,22,400104,233,233,131,0,0,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,8.956149297049576
1777,3056440,0,22,400104,0,233,131,0,0,400089,2017-05-23,2017-05-22,2018-04-05,4581,2018-04-07,7.967511382423694
1778,3045671,0,22,400104,233,233,131,2,0,424001,2017-06-07,2017-06-03,2018-04-02,4581,2018-04-06,12.720110982380056
1779,3052204,1,25,560037,233,233,131,0,0,560103,2017-12-23,2017-08-25,2018-04-03,4460,2018-04-09,9.729406009472797
1780,3055386,13,6,160059,233,233,131,1,0,143401,2017-10-10,2017-09-24,2018-04-04,4441,2018-04-08,13.473900313158419
1781,3057161,1,27,110034,233,233,228,0,0,201304,2018-01-23,2017-02-19,2018-04-05,4388,2018-04-14,11.08724792451246
1782,3067109,14,24,110092,233,233,131,0,0,110053,2018-03-24,2017-03-31,2018-04-09,4150,2018-04-12,8.556801869497885
1783,3049925,2,17,800001,233,0,131,0,0,800004,2017-11-06,2017-11-03,2018-04-03,4409,2018-04-07,12.199780862530814
1784,3062857,0,21,110015,201,233,131,3,0,182121,2017-08-09,2017-08-05,2018-04-07,4580,2018-04-14,14.092093106529825
1785,3056427,2,2,110018,233,233,228,0,0,110059,2018-01-04,2017-12-30,2018-04-05,4094,2018-04-11,12.219152728067378
1786,3064345,11,1,400059,233,233,131,0,0,382440,2018-02-05,2018-02-05,2018-04-07,4015,2018-04-10,13.54280717839073
1787,2875835,2,2,110018,233,245,131,0,0,110092,2016-10-12,2016-10-07,2018-02-16,4550,2018-02-21,12.708159324757913
1788,3012185,0,26,560066,233,245,131,1,0,576225,2017-12-01,2017-11-29,2018-03-23,5001,2018-03-30,11.818837570963675
1789,2839905,0,11,641012,201,201,131,4,0,673570,2017-05-03,2017-04-26,2018-02-05,4495,2018-02-08,14.353648643212308
1790,2872316,1,10,226010,233,233,131,2,0,282007,2018-01-30,2017-05-10,2018-02-15,4444,2018-02-20,14.446053784309756
1791,2866171,8,10,226010,233,233,131,0,0,226018,2017-10-03,2017-10-02,2018-02-13,4444,2018-02-21,12.483815653796368
1792,3001167,14,7,500004,233,233,228,0,0,500081,2018-02-23,2018-02-22,2018-03-20,4479,2018-03-24,8.222447688914547
1793,3053622,11,2,110018,233,233,131,0,0,110043,2018-02-28,2017-01-04,2018-04-04,4093,2018-04-06,12.26595053600634
1794,2973038,0,21,110015,233,233,131,0,0,121005,2017-04-05,2017-04-03,2018-03-12,4580,2018-03-14,11.047394066060553
1795,2892708,0,22,400104,233,233,131,2,0,395007,2017-07-24,2017-07-22,2018-02-21,4581,2018-02-28,15.46328394447804
1796,3009328,1,8,700064,233,233,228,0,0,700003,2018-02-03,2017-01-17,2018-03-22,4499,2018-03-26,11.757454376940395
1797,3066639,0,26,560066,233,233,131,0,0,600116,2017-10-25,2017-10-24,2018-04-09,5001,2018-04-10,10.088176537916395
1798,2973398,0,22,400104,233,233,131,2,0,440013,2018-02-02,2017-12-16,2018-03-13,4581,2018-03-16,14.777497725019758
1799,3035413,0,22,400104,308,233,131,0,0,421301,2017-10-10,2017-10-09,2018-03-29,4581,2018-04-03,9.272834318685103
1800,3046258,0,26,560066,233,233,131,2,0,583101,2017-04-27,2017-03-30,2018-04-02,5001,2018-04-07,12.451672462752091
1801,3046258,0,26,560066,233,233,131,2,0,583101,2017-04-27,2017-04-14,2018-04-02,5001,2018-04-07,12.451672462752091
1802,3057544,8,6,160059,233,233,131,1,0,143001,2018-01-02,2018-01-02,2018-04-05,4437,2018-04-12,10.298234724217716
1803,2923665,0,21,110015,233,233,131,0,0,160055,2017-04-18,2017-04-15,2018-02-28,4580,2018-03-11,11.633850338324262
1804,2941806,2,8,700064,233,233,228,1,0,723101,2018-02-28,2018-02-28,2018-03-05,4500,2018-03-13,17.869141191790977
1805,2835351,0,21,110015,233,233,228,0,0,122001,2018-01-18,2017-03-29,2018-02-03,4580,2018-02-05,10.645435479821195
1806,2854549,0,2,110018,233,233,131,0,0,110085,2017-04-11,2018-03-07,2018-02-09,4580,2018-02-13,9.434859560279751
1807,2906383,1,2,110018,233,233,228,0,0,122001,2017-08-07,2017-05-02,2018-02-25,4388,2018-02-26,11.427710959674267
1808,3042588,0,21,110015,233,233,131,0,0,110085,2016-08-10,2016-07-27,2018-03-31,4580,2018-04-11,7.47835358089116
1809,2892293,0,22,400104,233,245,131,2,0,390007,2016-05-18,2016-05-01,2018-02-21,4581,2018-02-28,15.185624434759625
1810,2839794,0,22,400104,233,233,131,0,0,401105,2017-12-11,2017-12-09,2018-02-05,4019,2018-02-08,13.170792879605937
1811,2831240,0,22,400104,233,233,131,0,0,380054,2017-06-23,2017-06-21,2018-02-02,4581,2018-02-09,12.016143939205303
1812,2823208,5,6,160059,233,233,131,2,0,134116,2017-01-05,2017-01-05,2018-01-31,4441,2018-02-02,23.808324353577024
1813,2879069,0,2,110018,233,233,131,0,0,110041,2017-03-11,2017-03-08,2018-02-16,4147,2018-02-21,11.094795462898034
1814,2872970,2,2,110018,233,233,131,0,0,110058,2017-02-27,2017-02-26,2018-02-15,4094,2018-02-17,13.634619225397413
1815,2884715,0,21,110015,233,233,131,0,0,201301,2017-04-11,2017-04-07,2018-02-19,4580,2018-02-21,13.80155847391327
1816,2907428,0,22,400104,233,233,131,2,0,390019,2017-08-09,2017-08-02,2018-02-26,4581,2018-02-27,15.062842202266692
1817,2940561,1,23,400001,233,233,131,0,0,411037,2017-08-11,2017-08-10,2018-03-05,4398,2018-03-09,13.160689580035541
1818,2930221,0,21,110015,233,233,131,0,0,110070,2017-04-14,2017-04-12,2018-03-01,4580,2018-03-08,11.785625255674095
1819,2844565,2,1,400059,233,233,131,0,0,400055,2017-11-30,2017-11-30,2018-02-06,4010,2018-02-24,16.288338663123504
1820,2946974,0,21,110015,233,233,131,0,0,110005,2017-05-22,2017-05-20,2018-03-06,4580,2018-03-10,17.445071279288236
1821,2934478,0,7,500004,233,233,131,0,0,500036,2018-01-05,2018-01-03,2018-03-03,4403,2018-03-08,9.923429486039707
1822,2940404,13,9,411016,233,233,131,0,0,411039,2018-02-10,2017-09-22,2018-03-05,4581,2018-03-08,15.49286474198788
1823,2940214,2,3,560011,233,233,131,0,0,560001,2016-10-19,2016-10-18,2018-03-05,4461,2018-03-12,15.31052480903443
1824,2974154,1,2,110018,233,233,131,0,0,110092,2018-01-10,2017-10-17,2018-03-13,4388,2018-03-15,11.816551213854817
1825,2982967,0,22,400104,233,233,131,0,0,400055,2017-11-10,2017-11-09,2018-03-15,4581,2018-03-19,10.045805843039904
1826,2979907,11,7,500004,233,233,131,0,0,500070,2017-12-04,2017-12-04,2018-03-14,4476,2018-03-17,11.991957957407111
1827,2972132,0,22,400104,233,233,131,2,0,382421,2017-10-06,2017-09-30,2018-03-12,4581,2018-03-19,13.800425355484762
1828,2987423,0,22,400104,233,233,131,2,0,364001,2018-02-21,2018-02-11,2018-03-16,4581,2018-03-21,13.703421156429116
1829,2991760,2,2,110018,233,233,228,0,0,121003,2017-11-24,2017-11-24,2018-03-17,4091,2018-03-22,11.417811769047734
1830,2940313,0,17,800001,233,233,131,1,0,826004,2017-12-19,2017-12-18,2018-03-05,4538,2018-03-20,15.060057021219025
1831,2962239,1,2,110018,233,233,228,0,0,201304,2017-08-02,2017-05-02,2018-03-10,4388,2018-03-25,11.799301850602848
1832,2959975,0,21,110015,233,233,228,0,0,201306,2018-01-24,2017-08-17,2018-03-09,4154,2018-03-25,12.633701916724446
1833,2912550,2,3,560011,233,233,228,0,0,560030,2017-06-11,2018-04-20,2018-02-27,4469,2018-04-08,12.625865388193885
1834,2977462,1,5,380009,233,245,131,4,0,0,2017-05-09,2017-05-06,2018-03-13,4546,2018-03-24,6.822853795643602
1835,2977462,2,5,380009,233,245,131,4,0,0,2017-05-09,2017-05-08,2018-03-13,4546,2018-03-24,8.649120186415768
1836,3060522,2,2,110018,233,245,228,0,0,110028,2017-07-09,2016-06-01,2018-04-06,4094,2018-04-21,11.747274129767828
1837,2855890,2,2,110018,233,233,228,0,0,110017,2017-08-24,2016-04-29,2018-02-09,4550,2018-02-24,11.853451555650688
1838,3015320,2,8,700064,233,233,228,0,0,700047,2018-02-27,2018-02-21,2018-03-24,4511,2018-03-28,14.034707068856767
1839,2944938,0,17,800001,233,233,131,1,0,815301,2016-12-03,2016-11-09,2018-03-06,4538,2018-03-12,14.37472092455335
1840,3039904,1,25,560037,233,245,131,0,0,560067,2018-02-28,2017-08-29,2018-03-30,4460,2018-04-04,8.628364974567122
1841,2888590,2,7,500004,233,233,131,0,0,500009,2017-11-19,2017-11-19,2018-02-20,4477,2018-02-22,12.454056855050698
1842,2821550,1,2,110018,233,233,131,0,0,121001,2017-10-18,2017-10-18,2018-01-30,4388,2018-02-13,15.004721380686698
1843,2889864,8,10,226010,233,233,131,2,0,282001,2017-10-06,2017-10-05,2018-02-20,4444,2018-02-23,15.603298922317213
1844,3062841,0,22,400104,233,233,228,1,0,492001,2017-11-28,2017-11-22,2018-04-07,4581,2018-04-12,12.121260836696168
1845,2879880,0,22,400104,233,233,131,0,0,411062,2017-09-20,2017-09-15,2018-02-17,4581,2018-02-21,11.803442728511303
1846,2839024,0,21,110015,233,233,131,2,0,132103,2017-09-28,2017-09-24,2018-02-04,4580,2018-02-08,12.930238281341403
1847,2994083,1,25,560037,233,233,228,0,0,560058,2017-12-29,2017-02-16,2018-03-18,4460,2018-03-20,9.445549532581271
1848,2880919,0,22,400104,201,233,131,4,0,456006,2017-07-20,2016-10-24,2018-02-17,4581,2018-02-22,16.36307906458803
1849,2880919,13,22,400104,201,233,131,4,0,456006,2017-07-20,2017-05-02,2018-02-17,4581,2018-02-22,29.57207677801349
1850,3039337,2,2,110018,233,233,131,0,0,122001,2018-03-26,2018-03-17,2018-03-30,4550,2018-04-02,10.74918314401973
1851,2845470,0,21,110015,233,233,228,2,0,250004,2017-06-01,2017-05-26,2018-02-06,4580,2018-02-16,13.73875003172682
1852,2835130,0,22,400104,233,233,131,2,0,444601,2017-02-09,2017-01-30,2018-02-03,4581,2018-02-08,15.627289503562224
1853,2839631,0,21,110015,233,233,131,0,0,302012,2016-05-06,2016-05-01,2018-02-05,4580,2018-02-17,11.745859627220174
1854,2876678,13,7,500004,233,233,131,2,0,520013,2017-05-24,2017-02-09,2018-02-16,4403,2018-02-24,17.37329582539709
1855,2957584,0,21,110015,233,233,131,0,0,110006,2017-09-14,2017-09-13,2018-03-08,4580,2018-03-10,11.344733211919024
1856,2991195,0,26,560066,308,233,131,0,0,560102,2017-06-03,2017-06-03,2018-03-17,5001,2018-03-21,12.218661383270192
1857,2957489,2,2,110018,233,233,228,0,0,110005,2018-02-07,2018-01-11,2018-03-08,4091,2018-03-18,13.958411357394946
1858,2972222,0,22,400104,233,233,131,2,0,452016,2018-01-29,2018-01-29,2018-03-12,4581,2018-03-24,14.157736102301019
1859,3031411,0,22,400104,233,233,131,0,0,400103,2017-03-31,2017-03-30,2018-03-28,4581,2018-04-03,8.297474055504225
1860,3062141,0,22,400104,233,233,131,0,0,401303,2017-08-05,2017-08-03,2018-04-06,4581,2018-04-12,8.242481901976738
1861,3028625,6,3,560011,308,233,228,0,0,560103,2017-11-12,2017-01-18,2018-03-28,5146,2018-04-04,11.233705494459887
1862,3022586,0,21,110015,201,233,131,4,0,333503,2018-01-01,2017-12-30,2018-03-26,4580,2018-04-08,12.631073144000226
1863,3055738,16,1,400059,233,233,131,0,0,700012,2017-10-18,2017-10-18,2018-04-05,4011,2018-04-07,19.66373919269206
1864,3072007,0,26,560066,233,233,131,2,0,603203,2017-12-21,2017-12-09,2018-04-10,5001,2018-04-12,11.922416843957562
1865,3038137,11,2,110018,233,233,131,0,0,122505,2016-11-22,2016-11-22,2018-03-30,4093,2018-04-15,15.441289963283229
1866,2925448,2,3,560011,233,245,131,0,0,560061,2017-12-30,2017-12-30,2018-02-28,4461,2018-03-02,12.645828951825974
1867,2866343,1,4,600024,201,233,131,3,0,605202,2017-03-26,2017-03-26,2018-02-13,4482,2018-02-19,16.70593269550962
1868,3010981,0,8,700064,233,233,131,0,0,700040,2017-09-14,2017-09-13,2018-03-23,4508,2018-03-27,10.378021855564509
1869,3047896,33,1,400059,233,233,131,0,0,560068,2017-12-11,2017-12-06,2018-04-02,4008,2018-04-09,23.685702711318456
1870,2885694,0,21,110015,233,233,131,0,0,302015,2017-08-21,2017-08-19,2018-02-19,4580,2018-02-26,12.700586719772653
1871,2878000,0,22,400104,233,233,131,0,0,411057,2016-12-07,2016-12-06,2018-02-16,4581,2018-02-22,11.803442728511303
1872,2878000,0,22,400104,233,0,131,0,0,411057,2016-12-07,2016-12-06,2018-02-16,4581,2018-02-22,13.354169507481373
1873,3061185,2,9,411016,233,233,228,2,0,412207,2018-03-18,2016-08-13,2018-04-06,4548,2018-04-12,13.110089310453638
1874,2858096,1,3,560011,233,233,131,0,0,560029,2017-12-16,2017-05-06,2018-02-10,4460,2018-02-16,9.35763117794811
1875,3037844,2,6,160059,233,233,131,1,0,143001,2018-01-05,2017-12-29,2018-03-30,4549,2018-04-03,11.252200805232809
1876,2975588,0,21,110015,233,233,131,0,0,302020,2018-02-24,2018-01-29,2018-03-13,4580,2018-03-24,11.815079722825057
1877,2835796,1,2,110018,233,233,228,0,0,201010,2017-05-19,2017-05-18,2018-02-03,4388,2018-02-06,11.94368821096811
1878,2842880,2,2,110018,233,233,228,0,0,201304,2018-01-06,2016-11-08,2018-02-06,4094,2018-02-08,13.833928598880505
1879,2883213,14,2,110018,233,233,228,0,0,201304,2018-01-01,2017-12-11,2018-02-18,4150,2018-02-20,12.896449577299473
1880,2899289,1,2,110018,233,233,228,0,0,110029,2017-07-28,2015-09-05,2018-02-23,4388,2018-02-26,11.448099995054905
1881,2876312,1,1,400059,233,233,131,0,0,400031,2017-05-11,2017-04-30,2018-02-16,4398,2018-03-01,11.448450133518747
1882,2900905,2,1,400059,233,233,131,0,0,400080,2017-04-27,2017-04-27,2018-02-23,4545,2018-02-24,13.52404843162563
1883,2900503,0,21,110015,233,233,131,1,0,151507,2017-04-07,2017-04-05,2018-02-23,4580,2018-03-06,13.12361471382158
1884,2883675,2,1,400059,233,233,131,0,0,400072,2017-05-06,2017-01-19,2018-02-18,4545,2018-03-06,12.66376158155444
1885,2994207,8,27,110034,233,233,131,0,0,110031,2017-11-25,2017-11-25,2018-03-18,4388,2018-03-26,11.678485647373446
1886,2987892,1,2,110018,233,233,228,2,0,250002,2017-10-29,2017-05-17,2018-03-16,4388,2018-03-23,13.04386676301966
1887,3054301,8,8,700064,233,233,131,0,0,700017,2017-11-24,2017-11-24,2018-04-04,4499,2018-04-09,11.361300714425493
1888,3051300,1,23,400001,233,233,131,0,0,411039,2017-11-02,2017-11-01,2018-04-03,4398,2018-04-09,10.672450749945417
1889,3079074,0,7,500004,233,233,131,0,0,500064,2017-05-22,2017-05-20,2018-04-12,4403,2018-04-20,6.260828544595483
1890,2990323,0,21,110015,233,245,131,0,0,110088,2017-06-03,2017-06-01,2018-03-17,4580,2018-03-19,8.739634288880833
1891,3019538,2,3,560011,233,245,228,0,0,560042,2018-02-13,2018-02-12,2018-03-26,4461,2018-04-04,10.742113053728648
1892,2908068,4,2,110018,201,201,131,3,0,673028,2018-01-17,2018-01-09,2018-02-26,4415,2018-03-09,19.315055640081688
1893,2839025,1,6,160059,233,233,131,2,0,160017,2017-05-18,2017-05-18,2018-02-04,4437,2018-02-28,13.11350450527966
1894,2987518,1,8,700064,233,233,131,1,0,751006,2018-02-03,2018-02-03,2018-03-16,4499,2018-03-20,14.964438399340713
1895,3007124,8,9,411016,233,233,131,1,0,492001,2017-10-16,2017-10-15,2018-03-22,4021,2018-03-27,13.612787989341825
1896,3014956,0,21,110015,233,233,131,2,0,147301,2018-01-08,2018-01-04,2018-03-24,4580,2018-03-27,10.520124899191456
1897,3018561,1,25,560037,233,233,228,0,0,560010,2018-03-06,2017-05-04,2018-03-26,4460,2018-04-03,9.626140438511753
1898,2876073,0,2,110018,233,245,228,0,0,110042,2018-01-07,2017-12-11,2018-02-16,4147,2018-02-22,11.051396795555819
1899,2839440,0,21,110015,233,233,131,1,0,141002,2017-11-21,2017-11-18,2018-02-05,4580,2018-02-09,12.283706880087012
1900,2938482,0,21,110015,233,233,131,1,0,143001,2017-07-21,2017-07-15,2018-03-04,4580,2018-03-12,13.142041935066535
1901,2985795,1,6,160059,233,233,228,2,0,160002,2018-02-08,2017-12-08,2018-03-15,4437,2018-03-17,10.815836941110334
1902,2987317,0,22,400104,233,233,131,1,0,485001,2017-10-23,2017-10-14,2018-03-16,4581,2018-03-19,13.724184108114368
1903,3032413,2,1,400059,233,233,228,2,0,452006,2018-03-06,2016-11-01,2018-03-28,4545,2018-03-31,13.11725085381051
1904,2848382,2,10,226010,233,233,228,2,0,243001,2017-11-09,2017-02-07,2018-02-07,4444,2018-02-11,16.52111033560285
1905,2873268,1,2,110018,233,233,131,0,0,110045,2016-08-10,2016-06-01,2018-02-15,4388,2018-02-19,11.91356832891026
1906,3027045,2,12,302006,233,233,131,2,0,313001,2017-09-23,2017-09-21,2018-03-27,4453,2018-04-10,14.981937532446903
1907,2853904,1,2,110018,233,233,131,0,0,122001,2017-11-13,2017-11-08,2018-02-09,4388,2018-02-13,12.566430614933648
1908,2993207,0,8,700064,233,233,131,1,0,751020,2017-05-09,2017-05-05,2018-03-17,4508,2018-03-19,14.077335309058
1909,2962526,2,2,110018,308,233,228,0,0,110032,2017-08-26,2017-06-06,2018-03-10,4091,2018-03-21,12.86759650704773
1910,3004296,0,21,110015,233,233,131,2,0,180012,2017-05-19,2017-04-08,2018-03-21,4580,2018-03-27,13.114533949367992
1911,3056696,11,7,500004,233,233,228,2,0,506001,2018-03-19,2018-03-15,2018-04-05,4476,2018-04-10,14.628712764187725
1912,2863633,2,3,560011,233,233,131,0,0,560048,2017-09-25,2017-09-22,2018-02-12,4461,2018-02-15,12.363890377850227
1913,2885147,1,6,160059,0,233,131,0,0,140307,2017-05-20,2017-05-20,2018-02-19,4437,2018-02-22,13.36583318977241
1914,2898151,0,21,110015,233,233,131,0,0,122006,2017-03-18,2017-03-11,2018-02-22,4580,2018-02-26,11.662556989975306
1915,2906101,0,7,500004,233,233,131,0,0,500032,2016-05-07,2016-05-04,2018-02-25,4403,2018-02-27,9.721061292419131
1916,2904549,0,22,400104,233,233,131,0,0,400709,2017-10-06,2017-10-01,2018-02-24,4581,2018-03-04,11.736600833126733
1917,2896060,0,2,110018,233,233,131,0,0,110096,2017-05-05,2018-03-08,2018-02-22,4147,2018-02-27,12.892815488788134
1918,2990092,0,21,110015,233,233,228,0,0,110060,2017-05-16,2017-05-05,2018-03-17,4580,2018-03-19,8.362499759925791
1919,2859982,26,1,400059,233,233,131,0,0,400031,2017-04-26,2017-04-25,2018-02-10,4008,2018-02-17,16.890655991303454
1920,2993283,14,24,110092,233,233,228,0,0,201001,2018-02-28,2017-07-04,2018-03-17,4150,2018-03-21,10.385309976288472
